"","A","B"
"EV_0",0.406979104163618,0.391440963970693
"EV_O",0.106356280324879,0.0987503503700936
"EV_M",0.185158597837209,0.177188538941948
"EV_T",0.0643598215956121,0.0689223249413263
"EV_OM",0.0719812069926812,0.0689693531283686
"EV_OT",0.0110889033272525,0.0147960048591803
"EV_MT",0.0708188424852712,0.079714071797396
"EV_OMT",0.0832572432734767,0.100218391990995
"SD_0",0.00757033518631133,0.0112798052088575
"SD_O",0.00475070243350083,0.00689459854102695
"SD_M",0.00598552901264701,0.00882439796550367
"SD_T",0.00378142857920246,0.00585450285751268
"SD_OM",0.00398274042992003,0.00585635198003638
"SD_OT",0.00161367837341601,0.00279030977728413
"SD_MT",0.00395292581577157,0.00625959152005355
"SD_OMT",0.0042572466451803,0.00693999850726123
"post.theta_0",1713.48719205789,732.487192057892
"post.theta_O",447.787422664171,184.787422664171
"post.theta_M",779.565541934812,331.565541934812
"post.theta_T",270.971479515755,128.971479515755
"post.theta_OM",303.05948140581,129.05948140581
"post.theta_OT",46.6871483838553,27.6871483838553
"post.theta_MT",298.165626474258,149.165626474258
"post.theta_OMT",350.534507879296,187.534507879296
"opt.theta_0",9.48719205789218,NA
"opt.theta_O",2.78742266417098,NA
"opt.theta_M",4.56554193481217,NA
"opt.theta_T",1.97147951575536,NA
"opt.theta_OM",2.05948140580996,NA
"opt.theta_OT",0.687148383855327,NA
"opt.theta_MT",2.16562647425812,NA
"opt.theta_OMT",2.53450787929558,NA
"max.spread_0",1.14379737041507,NA
"max.spread_O",0.908403648084168,NA
"max.spread_M",0.747459857799687,NA
"max.spread_T",0.654635341345938,NA
"max.spread_OM",0.42526448543162,NA
"max.spread_OT",1.15008825473028,NA
"max.spread_MT",1.20153033860229,NA
"max.spread_OMT",2.08323706652344,NA
