"","A","B"
"EV_0",0.413314757896774,0.383482159729637
"EV_O",0.104036742242965,0.104012400404438
"EV_M",0.184463639025528,0.17977055435667
"EV_T",0.0584596416651093,0.0780695904815317
"EV_OM",0.071068421000396,0.0710431996733778
"EV_OT",0.0122352380139804,0.0122034263205687
"EV_MT",0.0697783189844979,0.0799047900966798
"EV_OMT",0.0866432411707489,0.0915138789370977
"SD_0",0.00797351871688745,0.0102121020166622
"SD_O",0.00494362422997341,0.00641155389571021
"SD_M",0.00628035264553755,0.00806485744273536
"SD_T",0.00379887080988014,0.00563455677029854
"SD_OM",0.00416042001012326,0.00539546343771514
"SD_OT",0.00178008178145606,0.00230592080427613
"SD_MT",0.0041253467649489,0.00569472203431218
"SD_OMT",0.00455506468199246,0.0060558117823537
"post.theta_0",1575.98859702839,868.98859702839
"post.theta_O",396.696987741833,235.696987741833
"post.theta_M",703.368525116151,407.368525116151
"post.theta_T",222.90936118373,176.90936118373
"post.theta_OM",270.987229382721,160.987229382721
"post.theta_OT",46.6535375849736,27.6535375849736
"post.theta_MT",266.06800976326,181.06800976326
"post.theta_OMT",330.37475068525,207.37475068525
"opt.theta_0",8.98859702838996,NA
"opt.theta_O",2.69698774183301,NA
"opt.theta_M",4.36852511615073,NA
"opt.theta_T",1.90936118373015,NA
"opt.theta_OM",1.98722938272122,NA
"opt.theta_OT",0.653537584973616,NA
"opt.theta_MT",2.06800976325972,NA
"opt.theta_OMT",2.37475068524954,NA
"max.spread_0",2.30256690348859,NA
"max.spread_O",0.00300659891894667,NA
"max.spread_M",0.459126040185244,NA
"max.spread_T",2.88569976640247,NA
"max.spread_OM",0.00370181577735981,NA
"max.spread_OT",0.0109203422432272,NA
"max.spread_MT",1.44006550624316,NA
"max.spread_OMT",0.642759754904381,NA
