"","A","B"
"EV_0",0.407095736199814,0.370744454581817
"EV_O",0.105283267951714,0.0959023360491342
"EV_M",0.181261852742277,0.192146601444723
"EV_T",0.0640009271628955,0.0770925647883752
"EV_OM",0.0708685954419003,0.072282193169555
"EV_OT",0.0121252170849234,0.0128285950563836
"EV_MT",0.0712766962811935,0.0881816005851234
"EV_OMT",0.0880877071352825,0.090821654324888
"SD_0",0.00678275565227373,0.0167907343269465
"SD_O",0.00423728881140843,0.0102362550638135
"SD_M",0.00531852651381239,0.0136962433634594
"SD_T",0.00337906425598512,0.0092726560745646
"SD_OM",0.00354267319058846,0.00900207111232774
"SD_OT",0.0015109890583775,0.0039120524065013
"SD_MT",0.00355207854663562,0.00985739130314619
"SD_OMT",0.00391290943576929,0.00998936951245135
"post.theta_0",2135.41628838151,306.41628838151
"post.theta_O",552.262245182974,79.2622451829741
"post.theta_M",950.807091278611,158.807091278611
"post.theta_T",335.716172345477,63.7161723454772
"post.theta_OM",371.740452145327,59.7404521453269
"post.theta_OT",63.6026952898333,10.6026952898333
"post.theta_MT",373.881140691132,72.8811406911317
"post.theta_OMT",462.063116599521,75.0631165995208
"opt.theta_0",7.41628838151,NA
"opt.theta_O",2.26224518297406,NA
"opt.theta_M",3.80709127861065,NA
"opt.theta_T",1.71617234547717,NA
"opt.theta_OM",1.74045214532686,NA
"opt.theta_OT",0.602695289833314,NA
"opt.theta_MT",1.88114069113169,NA
"opt.theta_OMT",2.0631165995208,NA
"max.spread_0",2.00736408989286,NA
"max.spread_O",0.846760956402374,NA
"max.spread_M",0.74082978036563,NA
"max.spread_T",1.32652058410584,NA
"max.spread_OM",0.146122191926906,NA
"max.spread_OT",0.167721946331245,NA
"max.spread_MT",1.61339375770619,NA
"max.spread_OMT",0.254832929528698,NA
