"","A","B"
"EV_0",0.408673956906205,0.396979641586896
"EV_O",0.108102911967343,0.100717544068217
"EV_M",0.185021724202993,0.180846719151823
"EV_T",0.0648824310801573,0.066467573889511
"EV_OM",0.0718946807705889,0.0703812892129236
"EV_OT",0.0127141360963715,0.0118284581372714
"EV_MT",0.0704465330887199,0.0760584661877409
"EV_OMT",0.0782636258876206,0.0967203077656169
"SD_0",0.00940961877000867,0.00844532187687366
"SD_O",0.00594355263430018,0.00519477480684255
"SD_M",0.00743283379562651,0.00664360810586894
"SD_T",0.00471483728220002,0.00429967588331549
"SD_OM",0.00494443935379898,0.00441516703686242
"SD_OT",0.00214454385131596,0.00186614910774826
"SD_MT",0.00489820597367145,0.00457574831352269
"SD_OMT",0.00514106848326768,0.00510194837393461
"post.theta_0",1115.00734021413,1332.00734021413
"post.theta_O",294.943042748802,337.943042748802
"post.theta_M",504.804813468355,606.804813468355
"post.theta_T",177.022258655734,223.022258655734
"post.theta_OM",196.15416012417,236.15416012417
"post.theta_OT",34.6886676588231,39.6886676588231
"post.theta_MT",192.203100195561,255.203100195561
"post.theta_OMT",213.530898805224,324.530898805224
"opt.theta_0",10.0073402141258,NA
"opt.theta_O",2.94304274880232,NA
"opt.theta_M",4.80481346835462,NA
"opt.theta_T",2.02225865573403,NA
"opt.theta_OM",2.15416012417006,NA
"opt.theta_OT",0.688667658823127,NA
"opt.theta_MT",2.20310019556147,NA
"opt.theta_OMT",2.53089880522375,NA
"max.spread_0",0.92490885291997,NA
"max.spread_O",0.935595275800005,NA
"max.spread_M",0.41879122592333,NA
"max.spread_T",0.248416835229406,NA
"max.spread_OM",0.22830501262843,NA
"max.spread_OT",0.311549943407018,NA
"max.spread_MT",0.837230008517499,NA
"max.spread_OMT",2.54822381248035,NA
