"","0","1"
"EV_0",0.408427475404199,0.398556216728329
"EV_A",0.0994175354566085,0.106743616503796
"EV_B",0.18600578084328,0.180778815594332
"EV_C",0.0636573513948245,0.0669945165000058
"EV_AB",0.0703460576447959,0.0714787874060719
"EV_AC",0.0148948451028699,0.0106518944467908
"EV_BC",0.0721393648102451,0.0743717979257012
"EV_ABC",0.0851115893431773,0.0904243548949735
"SD_0",0.0103281235208531,0.0079173501119425
"SD_A",0.0062871408578733,0.00499340229906181
"SD_B",0.00817586726329735,0.00622317325109663
"SD_C",0.00512981420445539,0.00404295830942794
"SD_AB",0.00537329259688473,0.00416602660781177
"SD_AC",0.00254518433865068,0.00166006665671807
"SD_BC",0.00543610057071835,0.00424287234817217
"SD_ABC",0.00586324935046621,0.00463766802257004
"post.theta_0",924.705135890442,1523.70513589044
"post.theta_A",225.087466369191,408.087466369191
"post.theta_B",421.128624319099,691.128624319099
"post.theta_C",144.124191727606,256.124191727606
"post.theta_AB",159.267837525896,273.267837525896
"post.theta_AC",33.7228531241334,40.7228531241334
"post.theta_BC",163.32799617335,284.32799617335
"post.theta_ABC",192.697917081964,345.697917081964
"opt.theta_0",10.7051358904423,NA
"opt.theta_A",3.08746636919059,NA
"opt.theta_B",5.12862431909942,NA
"opt.theta_C",2.12419172760607,NA
"opt.theta_AB",2.26783752589615,NA
"opt.theta_AC",0.722853124133394,NA
"opt.theta_BC",2.32799617334987,NA
"opt.theta_ABC",2.69791708196411,NA
"max.spread_0",0.758532292956563,NA
"max.spread_A",0.912471134574363,NA
"max.spread_B",0.508714149383549,NA
"max.spread_C",0.510933871318772,NA
"max.spread_AB",0.166599433107854,NA
"max.spread_AC",1.39629798373454,NA
"max.spread_BC",0.32373435319621,NA
"max.spread_ABC",0.710674067512016,NA
