"","0","1"
"EV_0",0.408673956906205,0.396979641586896
"EV_A",0.108102911967343,0.100717544068217
"EV_B",0.185021724202993,0.180846719151823
"EV_C",0.0648824310801573,0.066467573889511
"EV_AB",0.0718946807705889,0.0703812892129236
"EV_AC",0.0127141360963715,0.0118284581372714
"EV_BC",0.0704465330887199,0.0760584661877409
"EV_ABC",0.0782636258876206,0.0967203077656169
"SD_0",0.00940961877000867,0.00844532187687366
"SD_A",0.00594355263430018,0.00519477480684255
"SD_B",0.00743283379562651,0.00664360810586894
"SD_C",0.00471483728220002,0.00429967588331549
"SD_AB",0.00494443935379898,0.00441516703686242
"SD_AC",0.00214454385131596,0.00186614910774826
"SD_BC",0.00489820597367145,0.00457574831352269
"SD_ABC",0.00514106848326768,0.00510194837393461
"post.theta_0",1115.00734021413,1332.00734021413
"post.theta_A",294.943042748802,337.943042748802
"post.theta_B",504.804813468355,606.804813468355
"post.theta_C",177.022258655734,223.022258655734
"post.theta_AB",196.15416012417,236.15416012417
"post.theta_AC",34.6886676588231,39.6886676588231
"post.theta_BC",192.203100195561,255.203100195561
"post.theta_ABC",213.530898805224,324.530898805224
"opt.theta_0",10.0073402141258,NA
"opt.theta_A",2.94304274880232,NA
"opt.theta_B",4.80481346835462,NA
"opt.theta_C",2.02225865573403,NA
"opt.theta_AB",2.15416012417006,NA
"opt.theta_AC",0.688667658823127,NA
"opt.theta_BC",2.20310019556147,NA
"opt.theta_ABC",2.53089880522375,NA
"max.spread_0",0.92490885291997,NA
"max.spread_A",0.935595275800005,NA
"max.spread_B",0.41879122592333,NA
"max.spread_C",0.248416835229406,NA
"max.spread_AB",0.22830501262843,NA
"max.spread_AC",0.311549943407018,NA
"max.spread_BC",0.837230008517499,NA
"max.spread_ABC",2.54822381248035,NA
