"","0","1"
"EV_0",0.403623023828255,0.398919273054556
"EV_A",0.104064519916982,0.103940204319386
"EV_B",0.182739334525924,0.18267033093828
"EV_C",0.0667249838146292,0.0634841880552291
"EV_AB",0.0688816637147813,0.076163761321928
"EV_AC",0.0126118071543067,0.0113177233825853
"EV_BC",0.0749896040714151,0.0701487958147903
"EV_ABC",0.0863650629737073,0.0933557231132456
"SD_0",0.00751851999358703,0.0114490987109409
"SD_A",0.00467922220246516,0.00713547136815393
"SD_B",0.00592216191118007,0.00903431083035444
"SD_C",0.00382413325573585,0.00570102218038431
"SD_AB",0.00388095147362294,0.00620203306814648
"SD_AC",0.00171008061625554,0.0024732630017701
"SD_BC",0.00403606169241774,0.00597144212966886
"SD_ABC",0.00430466495864846,0.0068022301916176
"post.theta_0",1718.32778816098,729.327788160979
"post.theta_A",443.029623629868,190.029623629868
"post.theta_B",777.96869347957,333.96869347957
"post.theta_C",284.06554404601,116.06554404601
"post.theta_AB",293.247089160683,139.247089160683
"post.theta_AC",53.6917306813348,20.6917306813348
"post.theta_BC",319.2501737808,128.2501737808
"post.theta_ABC",367.678449624671,170.678449624671
"opt.theta_0",10.3277881609788,NA
"opt.theta_A",3.02962362986833,NA
"opt.theta_B",4.96869347956954,NA
"opt.theta_C",2.06554404601009,NA
"opt.theta_AB",2.24708916068276,NA
"opt.theta_AC",0.691730681334837,NA
"opt.theta_BC",2.25017378079994,NA
"opt.theta_ABC",2.67844962467056,NA
"max.spread_0",0.343412663707274,NA
"max.spread_A",0.0145690049731712,NA
"max.spread_B",0.00638783090464168,NA
"max.spread_C",0.472088030730638,NA
"max.spread_AB",0.995336774399782,NA
"max.spread_AC",0.4303724030891,NA
"max.spread_BC",0.671635772949737,NA
"max.spread_ABC",0.868418548293796,NA
