"","A","B"
"EV_0",0.396013572493495,0.421230736746945
"EV_O",0.108422663529848,0.0905657487723577
"EV_M",0.187329798704314,0.168605012788684
"EV_T",0.0625511875597455,0.0755577136422526
"EV_OM",0.0697892498949095,0.0749432425152729
"EV_OT",0.0115211454179088,0.0143683263387813
"EV_MT",0.0756931177225667,0.0669629418305512
"EV_OMT",0.0886792646772124,0.0877662773651553
"SD_0",0.00723414033416597,0.0127169974358389
"SD_O",0.00459894113159023,0.00739161727485861
"SD_M",0.00577136983519348,0.00964296897502119
"SD_T",0.00358187037941356,0.00680692762261144
"SD_OM",0.00376880134828351,0.0067814452081066
"SD_OT",0.00157851904137699,0.0030650124623143
"SD_MT",0.0039125021977923,0.00643781565351328
"SD_OMT",0.00420499004399662,0.00728767048863408
"post.theta_0",1809.58267837265,634.582678372654
"post.theta_O",495.436993816322,136.436993816322
"post.theta_M",856.002880769775,254.002880769775
"post.theta_T",285.827439718909,113.827439718909
"post.theta_OM",318.901741047077,112.901741047077
"post.theta_OT",52.6458349697159,21.6458349697159
"post.theta_MT",345.879445091566,100.879445091566
"post.theta_OMT",405.219599622039,132.219599622039
"opt.theta_0",8.5826783726535,NA
"opt.theta_O",2.43699381632173,NA
"opt.theta_M",4.00288076977479,NA
"opt.theta_T",1.82743971890929,NA
"opt.theta_OM",1.90174104707742,NA
"opt.theta_OT",0.64583496971589,NA
"opt.theta_MT",1.87944509156612,NA
"opt.theta_OMT",2.21959962203866,NA
"max.spread_0",1.72358914969446,NA
"max.spread_O",2.05121494487221,NA
"max.spread_M",1.66618345944195,NA
"max.spread_T",1.69095610945003,NA
"max.spread_OM",0.664316287879718,NA
"max.spread_OT",0.825841622871522,NA
"max.spread_MT",1.15885215218007,NA
"max.spread_OMT",0.108510658307079,NA
