"","Mean","SD","MCSE","ESS","LB","Median","UB"
"u0",6.50198930858066,0.979860050977204,0.0142262974455506,1894.54569904199,4.20484211558144,6.62712024040511,8.03403394792792
"u1",5.53397045445906,0.977821632315733,0.0142030529104769,1930.69403017824,3.23983086571067,5.65785383721458,7.06750651364039
"Deviance",7101.73511902138,2.05056505127099,0.0214525198217384,4371.49740551556,7099.16270128763,7101.26982313931,7106.94871046226
"",1,0,0,2.22044604925031e-16,1,1,1
"",-3551.0116721568,NA,NA,NA,NA,NA,NA
"u0",6.50198930858066,0.979860050977204,0.0142262974455506,1894.54569904199,4.20484211558144,6.62712024040511,8.03403394792792
"u1",5.53397045445906,0.977821632315733,0.0142030529104769,1930.69403017824,3.23983086571067,5.65785383721458,7.06750651364039
"Deviance",7101.73511902138,2.05056505127099,0.0214525198217384,4371.49740551556,7099.16270128763,7101.26982313931,7106.94871046226
"",1,0,0,2.22044604925031e-16,1,1,1
