"","00","01","10","11"
"EV_n",0.728298909381235,0.718320171447473,0.729542513290892,0.723245520854385
"EV_y",0.271701090618765,0.281679828552527,0.270457486709108,0.276754479145615
"SD_n",0.0114519179060602,0.010292902509659,0.0112325399603647,0.0110955964710816
"SD_y",0.0114519179060602,0.010292902509659,0.0112325399603647,0.0110955964710816
"post.theta_n",1098.16177053747,1371.16177053747,1140.16177053747,1175.16177053747
"post.theta_y",409.683094245413,537.683094245413,422.683094245413,449.683094245413
"opt.theta_n",104.161770537467,NA,NA,NA
"opt.theta_y",39.6830942454132,NA,NA,NA
"max.spread_n",0.52135243487084,NA,NA,NA
"max.spread_y",0.521352434870843,NA,NA,NA
