"","00","01","10","11"
"EV_n",0.587816959666325,0.594659551918662,0.573269401893487,0.587672392709281
"EV_y",0.412183040333675,0.405340448081338,0.426730598106513,0.41232760729072
"SD_n",0.0100161390450423,0.0148769621600094,0.0110209213511568,0.0158950321159862
"SD_y",0.0100161390450423,0.0148769621600094,0.0110209213511568,0.0158950321159862
"post.theta_n",1419.03722952902,647.037229529018,1154.03722952902,563.037229529018
"post.theta_y",995.042878562006,441.042878562006,859.042878562006,395.042878562006
"opt.theta_n",65.0372295290179,NA,NA,NA
"opt.theta_y",46.0428785620057,NA,NA,NA
"max.spread_n",0.825942012441002,NA,NA,NA
"max.spread_y",0.825942012441,NA,NA,NA
