"","00","01","10","11"
"EV_n",0.730508509387465,0.720048590886854,0.70923975177649,0.735575398399147
"EV_y",0.269491490612535,0.279951409113146,0.29076024822351,0.264424601600853
"SD_n",0.0109671478899631,0.00946364386709369,0.0137942804702806,0.0115869056721998
"SD_y",0.0109671478899631,0.00946364386709369,0.0137942804702806,0.0115869056721998
"post.theta_n",1194.9309087057,1619.9309087057,767.9309087057,1064.9309087057
"post.theta_y",440.821301364592,629.821301364592,314.821301364592,382.821301364592
"opt.theta_n",69.9309087057003,NA,NA,NA
"opt.theta_y",26.8213013645918,NA,NA,NA
"max.spread_n",1.03760503842564,NA,NA,NA
"max.spread_y",1.03760503842563,NA,NA,NA
