"","00","01","10","11"
"EV_n",0.585947619328636,0.589320687374473,0.577684611055911,0.571203432384308
"EV_y",0.414052380671364,0.410679312625527,0.422315388944089,0.428796567615692
"SD_n",0.00931814397862555,0.0110777961006072,0.0157764650096224,0.0185579321952603
"SD_y",0.00931814397862555,0.0110777961006072,0.0157764650096224,0.0185579321952603
"post.theta_n",1636.66044021936,1161.66044021936,565.660440219363,405.660440219363
"post.theta_y",1156.52513854381,809.525138543814,413.525138543814,304.525138543814
"opt.theta_n",61.6604402193629,NA,NA,NA
"opt.theta_y",44.5251385438137,NA,NA,NA
"max.spread_n",0.611331525558993,NA,NA,NA
"max.spread_y",0.611331525558991,NA,NA,NA
