"","00","01","10","11"
"EV_n",0.720639123200548,0.722044827762938,0.733034257273182,0.756490336708143
"EV_y",0.279360876799452,0.277955172237062,0.266965742726818,0.243509663291857
"SD_n",0.008122860994982,0.00962329265783476,0.0177210376751993,0.0210391491325125
"SD_y",0.008122860994982,0.00962329265783476,0.0177210376751993,0.0210391491325125
"post.theta_n",2198.06663476014,1564.06663476014,456.066634760138,314.066634760138
"post.theta_y",852.096149905155,602.096149905155,166.096149905155,101.096149905155
"opt.theta_n",41.0666347601376,NA,NA,NA
"opt.theta_y",15.096149905155,NA,NA,NA
"max.spread_n",1.22938073715962,NA,NA,NA
"max.spread_y",1.22938073715962,NA,NA,NA
