"","00","01","10","11"
"EV_n",0.586329348955153,0.586282678683744,0.578993126230829,0.581145235398557
"EV_y",0.413670651044847,0.413717321316256,0.421006873769171,0.418854764601443
"SD_n",0.00971778562951721,0.0113756152477431,0.0138958068067562,0.01677131169625
"SD_y",0.00971778562951721,0.0113756152477431,0.0138958068067562,0.01677131169625
"post.theta_n",1505.33868729924,1098.33868729924,730.338687299238,502.338687299238
"post.theta_y",1062.05571310349,775.055713103491,531.055713103491,362.055713103491
"opt.theta_n",78.3386872992382,NA,NA,NA
"opt.theta_y",56.0557131034906,NA,NA,NA
"max.spread_n",0.310677959913243,NA,NA,NA
"max.spread_y",0.310677959913243,NA,NA,NA
