"","00","01","10","11"
"EV_n",0.759923907825224,0.755142099307502,0.763424049382475,0.766479032025912
"EV_y",0.240076092174776,0.244857900692498,0.236575950617525,0.233520967974088
"SD_n",0.00970753461773866,0.00931497294512585,0.012227513077334,0.0116535563435609
"SD_y",0.00970753461773866,0.00931497294512585,0.012227513077334,0.0116535563435609
"post.theta_n",1470.4384402959,1608.4384402959,921.438440295903,1009.4384402959
"post.theta_y",464.542713941043,521.542713941043,285.542713941043,307.542713941043
"opt.theta_n",106.438440295903,NA,NA,NA
"opt.theta_y",33.5427139410433,NA,NA,NA
"max.spread_n",0.540664181179706,NA,NA,NA
"max.spread_y",0.540664181179704,NA,NA,NA
