"","00","01","10","11"
"EV_n",0.723419891648308,0.733071939536538,0.728852570867264,0.7101324228452
"EV_y",0.276580108351692,0.266928060463462,0.271147429132736,0.2898675771548
"SD_n",0.00986068446482982,0.0125784052215138,0.0100728768727932,0.0129799911883082
"SD_y",0.00986068446482982,0.0125784052215138,0.0100728768727932,0.0129799911883082
"post.theta_n",1487.90981638375,905.909816383751,1418.90981638375,866.909816383751
"post.theta_y",568.862237524744,329.862237524744,527.862237524744,353.862237524744
"opt.theta_n",77.9098163837511,NA,NA,NA
"opt.theta_y",29.862237524744,NA,NA,NA
"max.spread_n",0.897533488545536,NA,NA,NA
"max.spread_y",0.897533488545538,NA,NA,NA
