"","00","01","10","11"
"EV_n",0.582874522998012,0.607772403713534,0.575694753049491,0.595316695012309
"EV_y",0.417125477001988,0.392227596286466,0.424305246950508,0.404683304987691
"SD_n",0.0107203183769893,0.0178812030927821,0.0097048035452059,0.0163558863923372
"SD_y",0.0107203183769893,0.0178812030927821,0.0097048035452059,0.0163558863923372
"post.theta_n",1232.5262050708,452.526205070799,1492.5262050708,535.526205070799
"post.theta_y",882.039033998679,292.039033998679,1100.03903399868,364.039033998679
"opt.theta_n",47.5262050707992,NA,NA,NA
"opt.theta_y",33.0390339986791,NA,NA,NA
"max.spread_n",1.16282327793939,NA,NA,NA
"max.spread_y",1.16282327793939,NA,NA,NA
