"","00","01","10","11"
"EV_n",0.716625803906131,0.723543994849279,0.7667481216034,0.730431236339182
"EV_y",0.283374196093869,0.276456005150721,0.2332518783966,0.269568763660818
"SD_n",0.0106921584383854,0.0076563258843072,0.0227906039441908,0.0172031564806054
"SD_y",0.0106921584383854,0.0076563258843072,0.0227906039441908,0.0172031564806054
"post.theta_n",1272.24236807316,2468.24236807316,263.242368073161,485.242368073161
"post.theta_y",503.080765895106,943.080765895106,80.0807658951056,179.080765895106
"opt.theta_n",30.2423680731611,NA,NA,NA
"opt.theta_y",11.0807658951056,NA,NA,NA
"max.spread_n",1.49695885675645,NA,NA,NA
"max.spread_y",1.49695885675645,NA,NA,NA
