"","00","01","10","11"
"EV_n",0.751106079473912,0.762703997615647,0.772394131568415,0.756333150025519
"EV_y",0.248893920526088,0.237296002384353,0.227605868431585,0.243666849974481
"SD_n",0.011443276228148,0.00982051408964195,0.0115816817780856,0.00993101101231508
"SD_y",0.011443276228148,0.00982051408964195,0.0115816817780856,0.00993101101231507
"post.theta_n",1071.54833626437,1430.54833626437,1011.54833626437,1412.54833626437
"post.theta_y",355.078828056949,445.078828056949,298.078828056949,455.078828056949
"opt.theta_n",85.5483362643731,NA,NA,NA
"opt.theta_y",27.0788280569493,NA,NA,NA
"max.spread_n",0.924564209356603,NA,NA,NA
"max.spread_y",0.924564209356605,NA,NA,NA
