"","00","01","10","11"
"EV_n",0.752104887353218,0.759125077289375,0.761176899994773,0.786496824628311
"EV_y",0.247895112646782,0.240874922710625,0.238823100005227,0.213503175371689
"SD_n",0.00870375103306888,0.00957823147712451,0.0134752576540181,0.0139561569529067
"SD_y",0.00870375103306888,0.00957823147712451,0.0134752576540181,0.0139561569529067
"post.theta_n",1850.27111515035,1512.27111515035,761.271115150353,677.271115150353
"post.theta_y",609.852660486533,479.852660486533,238.852660486533,183.852660486533
"opt.theta_n",54.2711151503528,NA,NA,NA
"opt.theta_y",16.852660486533,NA,NA,NA
"max.spread_n",1.51774390683222,NA,NA,NA
"max.spread_y",1.51774390683221,NA,NA,NA
