"","00","01","10","11"
"EV_n",0.757779109412627,0.760315763883059,0.752863579418001,0.766042628656231
"EV_y",0.242220890587373,0.239684236116941,0.247136420581999,0.233957371343769
"SD_n",0.00776323924984891,0.0105330724169932,0.0349216666068412,0.0111928478535308
"SD_y",0.00776323924984891,0.0105330724169932,0.0349216666068412,0.0111928478535308
"post.theta_n",2307.10993802589,1248.10993802589,114.109938025891,1095.10993802589
"post.theta_y",737.457943786247,393.457943786247,37.4579437862471,334.457943786247
"opt.theta_n",45.1099380258906,NA,NA,NA
"opt.theta_y",14.4579437862471,NA,NA,NA
"max.spread_n",0.435929588133766,NA,NA,NA
"max.spread_y",0.435929588133765,NA,NA,NA
