"","spread","gene1","gene2"
"1",0.017967881768341,1,2
"2",0.022735510083246,1,3
"3",0.02349533994882,1,4
"4",0.015862095266162,1,5
"5",0.048615589399627,1,6
"6",0.013259814267558,1,7
"7",0.040730122949344,1,8
"8",0.018739244780124,1,9
"9",0.022161864439034,1,10
"10",0.016752614564093,1,11
"11",0.016753705518591,1,12
"12",0.019941343403085,1,13
"13",0.020320061592615,1,14
"14",0.02120709160643,1,15
"15",0.023834641593993,1,16
"16",0.03403988922343,1,17
"17",0.016629025529892,1,18
"18",0.025863845721795,1,19
"19",0.014723625510042,1,20
"20",0.0150259643307381,1,21
"21",0.014273437964452,1,22
"22",0.014445727405463,1,23
"23",0.011201148367416,1,24
"24",0.017236490606748,1,25
"25",0.01668990628438,1,26
"26",0.017227802903482,1,27
"27",0.014861921575083,1,28
"28",0.02021729683735,1,29
"29",0.013305645715715,1,30
"30",0.012525940121821,1,31
"31",0.025191885832809,1,32
"32",0.022529566082781,1,33
"33",0.028336425459609,1,34
"34",0.027224345654731,1,35
"35",0.025779805230293,1,36
"36",0.021780282160303,1,37
"37",0.015888177036161,1,38
"38",0.017831656017289,1,39
"39",0.018540059896855,1,40
"40",0.023253919547183,1,41
"41",0.024299316658355,1,42
"42",0.0160460511703091,1,43
"43",0.031697843937385,1,44
"44",0.013200010635313,1,45
"45",0.020806575424061,1,46
"46",0.013896721124615,1,47
"47",0.024613490829925,1,48
"48",0.029090141475664,1,49
"49",0.023307364592305,1,50
"50",0.019231070470216,1,51
"51",0.014454619146054,1,52
"52",0.017542821397449,1,53
"53",0.022255247259533,1,54
"54",0.015314781210987,1,55
"55",0.019997672474215,1,56
"56",0.019308453914109,1,57
"57",0.018400261401199,1,58
"58",0.014084450986938,1,59
"59",0.016345394219856,1,60
"60",0.016776296359968,1,61
"61",0.02372705809084,1,62
"62",0.01740376572023,1,63
"63",0.014525872021231,1,64
"64",0.013240991718573,1,65
"65",0.020285020254132,1,66
"66",0.019824831018892,1,67
"67",0.012587200530937,1,68
"68",0.024010023827642,1,69
"69",0.015458971510754,1,70
"70",0.024230069963498,1,71
"71",0.017206030002958,1,72
"72",0.010660004349451,1,73
"73",0.018393065542492,1,74
"74",0.014961633061809,1,75
"75",0.01857050111968,1,76
"76",0.027588447185418,1,77
"77",0.018571268717343,1,78
"78",0.022867988572211,1,79
"79",0.021838603285049,1,80
"80",0.021838603285049,1,81
"81",0.015839965990751,1,82
"82",0.016090204117667,1,83
"83",0.020847145510232,1,84
"84",0.016641336547392,1,85
"85",0.014445727405463,1,86
"86",0.014445727405463,1,87
"87",0.015522569506595,1,88
"88",0.019073397828402,1,89
"89",0.015990158084346,1,90
"90",0.018027408316055,1,91
"91",0.040289290127605,1,92
"92",0.015891404021376,1,93
"93",0.019104120485639,1,94
"94",0.010454418204055,2,3
"95",0.00298758499443297,2,4
"96",0.00890253901305504,2,5
"97",0.039215203637176,2,6
"98",0.016421004488328,2,7
"99",0.028211878492184,2,8
"100",0.00209197357227503,2,9
"101",0.00704887064644599,2,10
"102",0.00709503796782102,2,11
"103",0.00451634497015196,2,12
"104",0.00834637603965199,2,13
"105",0.016398485421984,2,14
"106",0.030255610075352,2,15
"107",0.00176865192231901,2,16
"108",0.006014943318153,2,17
"109",0.00416505777062798,2,18
"110",0.00694977501524602,2,19
"111",0.00238766011665298,2,20
"112",0.00483612357965701,2,21
"113",0.00174157124889002,2,22
"114",0.00125034888840897,2,23
"115",0.000853607903808007,2,24
"116",0.00185352203707301,2,25
"117",0.00302612533989199,2,26
"118",0.00552294142748705,2,27
"119",0.00112782741605605,2,28
"120",0.002689371413861,2,29
"121",0.00192144884934403,2,30
"122",0.00139510714809604,2,31
"123",0.00487720898506799,2,32
"124",0.00696907838266703,2,33
"125",0.00417880380979002,2,34
"126",0.00514822992361802,2,35
"127",0.003770653698627,2,36
"128",0.00424141067700995,2,37
"129",0.005106341117741,2,38
"130",0.004675663101601,2,39
"131",0.00338971002559002,2,40
"132",0.000703570120870967,2,41
"133",0.00368895988316698,2,42
"134",0.00234323307720902,2,43
"135",0.00496958107720102,2,44
"136",0.00191555308864999,2,45
"137",0.00537077572476297,2,46
"138",0.00127889330722103,2,47
"139",0.00121583787231699,2,48
"140",0.00141619661589698,2,49
"141",0.00119678752188201,2,50
"142",0.00274412548971203,2,51
"143",0.00254921921796003,2,52
"144",0.00176659522630501,2,53
"145",0.00192466959703996,2,54
"146",0.00376507226484102,2,55
"147",0.00146463398665703,2,56
"148",0.006514567288883,2,57
"149",0.003039719308706,2,58
"150",0.000657390015692982,2,59
"151",0.002350901444655,2,60
"152",0.00145105789835098,2,61
"153",0.001556119231932,2,62
"154",0.00201106060322404,2,63
"155",0.002315983690652,2,64
"156",0.00201079719164599,2,65
"157",0.00113831415358401,2,66
"158",0.00318993484494801,2,67
"159",0.000709041912719033,2,68
"160",0.00333230473763296,2,69
"161",0.000984559101248006,2,70
"162",0.00413777267258802,2,71
"163",0.00188833257334298,2,72
"164",0.00234378531218699,2,73
"165",0.00131913647968401,2,74
"166",0.00181789207313099,2,75
"167",0.00399809869722001,2,76
"168",0.00119157279347198,2,77
"169",0.00247891387538002,2,78
"170",0.00555371520494502,2,79
"171",0.039819374079793,2,80
"172",0.039819374079793,2,81
"173",0.00861286131449501,2,82
"174",0.00889626590300896,2,83
"175",0.00370590209057198,2,84
"176",0.00169925305499602,2,85
"177",0.00125034888840897,2,86
"178",0.00125034888840897,2,87
"179",0.00369933566712199,2,88
"180",0.00281127060109804,2,89
"181",0.00215877950155202,2,90
"182",0.00321524175149701,2,91
"183",0.015435989910649,2,92
"184",0.002463646637622,2,93
"185",0.00354730590393199,2,94
"186",0.00588350985708203,3,4
"187",0.00738021510486103,3,5
"188",0.06343987184516,3,6
"189",0.011218083114809,3,7
"190",0.029898346820998,3,8
"191",0.00549503145358604,3,9
"192",0.011048796475668,3,10
"193",0.00714843177878799,3,11
"194",0.00492556758718604,3,12
"195",0.00986997931966299,3,13
"196",0.00888930559728196,3,14
"197",0.00800998342711401,3,15
"198",0.00724940836751903,3,16
"199",0.012650616831809,3,17
"200",0.00479095247740202,3,18
"201",0.00716963601520898,3,19
"202",0.00415838328970602,3,20
"203",0.004692994333103,3,21
"204",0.00494158806314199,3,22
"205",0.007157459326394,3,23
"206",0.00658672712931202,3,24
"207",0.00667796980423202,3,25
"208",0.011900680610173,3,26
"209",0.010302590899193,3,27
"210",0.00399058814487602,3,28
"211",0.00584213748112999,3,29
"212",0.00424984369630299,3,30
"213",0.00342259018468799,3,31
"214",0.00793531190338898,3,32
"215",0.00887392697101802,3,33
"216",0.014294392337057,3,34
"217",0.011552326490874,3,35
"218",0.02200993018683,3,36
"219",0.00644819211777697,3,37
"220",0.00940035093222502,3,38
"221",0.012476093054973,3,39
"222",0.00606422659080597,3,40
"223",0.014602931038945,3,41
"224",0.01268130129092,3,42
"225",0.00819861018574303,3,43
"226",0.00831073716742098,3,44
"227",0.00391081948759098,3,45
"228",0.00747410248487501,3,46
"229",0.00439190403971701,3,47
"230",0.00585662071202597,3,48
"231",0.009178299364621,3,49
"232",0.00333472843274701,3,50
"233",0.00706741492860502,3,51
"234",0.00554414299123396,3,52
"235",0.00436006087227997,3,53
"236",0.00597833962787497,3,54
"237",0.005149404283744,3,55
"238",0.00357242346613895,3,56
"239",0.00645506075814301,3,57
"240",0.00536131208440199,3,58
"241",0.00324591873235103,3,59
"242",0.00638421362571201,3,60
"243",0.004885180104645,3,61
"244",0.00378992361770897,3,62
"245",0.00530036333851502,3,63
"246",0.00647803931519403,3,64
"247",0.00468727017807996,3,65
"248",0.00404481169681398,3,66
"249",0.00372742973178303,3,67
"250",0.00407804270963902,3,68
"251",0.00746715164141998,3,69
"252",0.00417548716143101,3,70
"253",0.00799949911333303,3,71
"254",0.00459255872315001,3,72
"255",0.00381579370699903,3,73
"256",0.00446487662808098,3,74
"257",0.005369459378057,3,75
"258",0.00550783974284402,3,76
"259",0.00457459489329998,3,77
"260",0.00516127776497299,3,78
"261",0.010215133196827,3,79
"262",0.00992114799315902,3,80
"263",0.00992114799315902,3,81
"264",0.00730197715266201,3,82
"265",0.00771781690451695,3,83
"266",0.006128041470221,3,84
"267",0.00670638352515501,3,85
"268",0.007157459326394,3,86
"269",0.007157459326394,3,87
"270",0.012067784108309,3,88
"271",0.00738780220836899,3,89
