"","gene1","gene2","max","min","spread","rms_mean","rms_auto"
"2444",32,58,0.275515478727777,0.275515354362923,1.24364853970604e-07,1.36508913065364e-05,8.22651848776886e-08
"2445",32,59,0.27549645114823,0.275496419398071,3.17501590019198e-08,5.30716850543756e-06,1.87329440335709e-08
"2446",32,60,0.275512138706965,0.275511174328661,9.64378303991431e-07,9.95571834037946e-06,6.19830124975593e-07
"2447",32,61,0.275505463038692,0.275504440828747,1.022209945023e-06,3.3340073631491e-06,6.60833479932895e-07
"2448",32,62,0.275494198492957,0.275494023420773,1.75072183972169e-07,7.64331252972721e-06,1.03792679126663e-07
"2449",32,63,0.275482490462426,0.275482483013713,7.44871303526295e-09,1.92535167321484e-05,4.88792007655884e-09
"2450",32,64,0.275489076090881,0.275488996784517,7.93063640314173e-08,1.27152651812124e-05,4.94716843518996e-08
"2451",32,65,0.27550553583065,0.275504497005921,1.03882472901606e-06,3.33309199856181e-06,6.48427153942453e-07
"2452",32,66,0.275509139703993,0.275508985955217,1.53748775988394e-07,7.30912969669977e-06,9.17998959436557e-08
"2453",32,67,0.275496356024375,0.275496022024548,3.33999827017983e-07,5.56944251325412e-06,1.95896215542217e-07
"2454",32,68,0.275474339646585,0.275474336008986,3.63759899979499e-09,2.7403757891342e-05,2.16736733223778e-09
"2455",32,69,0.275501656738182,0.275501442375882,2.14362300021698e-07,2.34752403759296e-07,1.32384395871285e-07
"2456",32,70,0.275490734517111,0.275490662871538,7.16455729743437e-08,1.1049425933444e-05,4.74937209233049e-08
"2457",32,71,0.275501436564951,0.275501333644282,1.02920669042827e-07,3.787115344897e-07,6.85741968931123e-08
"2458",32,72,0.275510303376055,0.27550982667198,4.76704074992007e-07,8.26653352497455e-06,2.91513851066249e-07
"2459",32,73,0.275525982857533,0.275525918203902,6.46536310044965e-08,2.42091295522022e-05,3.7552482322127e-08
"2460",32,74,0.275519483134376,0.275519472385196,1.07491800460657e-08,1.77374719079017e-05,6.99258545866669e-09
"2461",32,75,0.275506698756048,0.275506627112441,7.16436069914117e-08,4.92990577440103e-06,4.47179557638519e-08
"2462",32,76,0.282247078753477,0.26637498484776,0.015872093905717,0.00606033701070353,0.0094238912884736
"2463",32,77,0.275517884744115,0.275517884328798,4.15317003010784e-10,1.61429270145814e-05,2.64614185962914e-10
"2464",32,78,0.275444145848837,0.275444145784034,6.48029963024044e-11,5.75957776899812e-05,4.206553828989e-11
"2465",32,79,0.275554127093947,0.275554127041152,5.27949906015124e-11,5.23854829490334e-05,3.08356294357027e-11
"2466",32,80,0.275508705536595,0.275508667765071,3.77715240196252e-08,6.94447153592765e-06,2.18580769208098e-08
"2467",32,81,0.275508705536595,0.275508667765071,3.77715240196252e-08,6.94447153592765e-06,2.18580769208098e-08
"2468",32,82,0.275502275293951,0.275502213737963,6.15559879735272e-08,5.0516236278579e-07,3.56699383153366e-08
"2469",32,83,0.275506067710124,0.275505918169171,1.49540952953942e-07,4.25261570558509e-06,8.64911231417129e-08
"2470",32,84,0.275495806550212,0.275495482090644,3.24459567990765e-07,6.15616499876958e-06,2.09808897825683e-07
"2471",32,85,0.27548427728846,0.275484186437368,9.08510919828132e-08,1.74985051379466e-05,5.93086819991793e-08
"2472",32,86,0.27551249336425,0.275512328315774,1.65048475997409e-07,1.06623508212272e-05,1.03258465960769e-07
"2473",32,87,0.27551249336425,0.275512328315774,1.65048475997409e-07,1.06623508212272e-05,1.03258465960769e-07
"2474",32,88,0.275495654214519,0.275495631824036,2.23904829677046e-08,6.09780224092023e-06,1.32869185523045e-08
"2475",32,89,0.278595484325389,0.27247943732215,0.00611604700323898,0.00258481557556864,0.0039260439157155
