"gene1","max","min","spread","rms_mean"
81,0.23969612112215713,0.2396262943438356,0.00006982677832154116,0.000037503995325585857
82,0.23974685275386193,0.23966770694440498,0.0000791458094569486,0.00005112895222714264
83,0.23973130386516106,0.23966979451499476,0.00006150935016629999,0.00004004364646801779
84,0.2397606059706285,0.23965342814698282,0.00010717782364569328,0.00006247383217131017
85,0.2397072736053134,0.23964175475857652,0.00006551884673688946,0.00003276175006418905
86,0.23969278745765643,0.23966686576119667,0.000025921696459763055,0.000013863963777109673
87,0.23969278745765643,0.23966686576119667,0.000025921696459763055,0.000013863963777109673
88,0.23972278939102512,0.2396339304429496,0.00008885894807553196,0.00004456363077436693
89,0.2397468537545683,0.2396150784418276,0.0001317753127406951,0.00006616588764148468
90,0.23971589916447097,0.23957016226358532,0.00014573690088565128,0.00007953463043501753
91,0.23969890907052818,0.23960995089257398,0.00008895817795420702,0.00004896529881883068
92,0.23971634332693026,0.23965636928279668,0.0000599740441335761,0.00003209925861795699
93,0.2397684896514022,0.23963275253803396,0.0001357371133682561,0.00007257739087153384
94,0.23968310590350053,0.23967798417756192,5.121725938611599e-6,6.194536044679738e-6
