"","gene1","gene2","max","min","spread","rms_mean","rms_auto"
"2388",31,64,0.415646770412098,0.415646357949026,4.12463072030356e-07,1.11459045316151e-05,2.54417945543403e-07
"2389",31,65,0.415657052119713,0.41565657407319,4.78046522978115e-07,8.75276065303363e-07,2.78574820034213e-07
"2390",31,66,0.415659075701491,0.415658933495181,1.42206310005388e-07,1.32501300409964e-06,9.42344210175924e-08
"2391",31,67,0.425089752084837,0.410842289138475,0.014247462946362,0.00722404757038235,0.00908813793782692
"2392",31,68,0.434694844043778,0.399703481023457,0.034991363020321,0.0142504652386841,0.0215609676938447
"2393",31,69,0.415656964536285,0.415656420997375,5.43538909991703e-07,1.0513953765303e-06,3.33789504162971e-07
"2394",31,70,0.415657442870903,0.415657016454294,4.26416609022873e-07,4.55654477445204e-07,2.49647986146572e-07
"2395",31,71,0.415648193246929,0.415648066424093,1.2682283595522e-07,9.52590941857405e-06,7.71940747104849e-08
"2396",31,72,0.426288600473714,0.410551443216454,0.01573715725726,0.00666627534780964,0.0100214912239858
"2397",31,73,0.418814548292628,0.412631577203097,0.00618297108953098,0.00265656662848262,0.00395470646113631
"2398",31,74,0.415665325655437,0.415665317140821,8.51461601225623e-09,7.66640295461755e-06,4.98690548879753e-09
"2399",31,75,0.415658480098668,0.415657007118752,1.47297991603956e-06,5.24735850825527e-07,8.53336078445599e-07
"2400",31,76,0.41565408120781,0.415653705885375,3.75322435020031e-07,3.7258575472328e-06,2.25324581052398e-07
"2401",31,77,0.415662495466021,0.415662398518081,9.6947940009251e-08,4.80223149124194e-06,6.25308701597807e-08
"2402",31,78,0.415722334945481,0.415722334454428,4.91052976059336e-10,6.46800500852532e-05,3.59658613261043e-10
"2403",31,79,0.415672566641855,0.415672531040955,3.56009000057611e-08,1.48927515970791e-05,2.14329073492707e-08
"2404",31,80,0.41567065440677,0.415670386914372,2.67492397953983e-07,1.28532015112875e-05,1.64487799683762e-07
"2405",31,81,0.41567065440677,0.415670386914372,2.67492397953983e-07,1.28532015112875e-05,1.64487799683762e-07
"2406",31,82,0.415675925544262,0.415675873315975,5.22282870285551e-08,1.82353487693635e-05,3.40821052126515e-08
"2407",31,83,0.415638961023701,0.415638956491768,4.531932995544e-09,1.86965772865585e-05,2.84099692863413e-09
"2408",31,84,0.41564090647858,0.415640906082785,3.95795007879229e-10,1.6748370661233e-05,2.30520614786098e-10
"2409",31,85,0.415661947721485,0.415661382425666,5.65295818988343e-07,3.95139299498279e-06,3.43396848460895e-07
"2410",31,86,0.415655677505568,0.415652707966216,2.96953935197131e-06,3.19981391643723e-06,1.8936604664378e-06
"2411",31,87,0.415655677505568,0.415652707966216,2.96953935197131e-06,3.19981391643723e-06,1.8936604664378e-06
"2412",31,88,0.415651650880382,0.415651428710514,2.22169867947208e-07,6.15106976239908e-06,1.46629908720586e-07
"2413",31,89,0.415656579108554,0.415656187634277,3.91474277050552e-07,1.22693860083584e-06,2.42238055955154e-07
"2414",31,90,0.4217272914457,0.410620189390749,0.011107102054951,0.0048600559901817,0.00709577176316639
