"gene1","max","min","spread","rms_mean"
74,0.2755581883007905,0.2755018406597182,0.00005634764107226298,0.000039913918867995834
75,0.2755945459227757,0.27548737005649787,0.00010717586627784215,0.00006640476773870078
76,0.2756918036076358,0.27534854792535396,0.0003432556822818289,0.00017261499065754853
77,0.2755866891229196,0.27544221818988784,0.0001444709330317706,0.00007334548008885815
78,0.2755773925325197,0.27538024055053983,0.0001971519819798928,0.00010120663761013348
79,0.27571747020406623,0.27538780964826504,0.00032966055580119225,0.0001725098893274292
80,0.27563630827759117,0.2754566764765212,0.00017963180106994603,0.00010034704587364907
81,0.27563630827759117,0.2754566764765212,0.00017963180106994603,0.00010034704587364907
82,0.2756465219744093,0.2754794523491411,0.00016706962526819025,0.00010358130101858455
83,0.2756114778675652,0.2754838751126858,0.00012760275487938566,0.00007861699253573606
84,0.27552932158492976,0.2754088474078715,0.00012047417705823849,0.00006852001238541123
85,0.27558265846320656,0.27545433001642733,0.0001283284467792356,0.00006631514981760752
86,0.2755919437884399,0.2754358470195752,0.0001560967688646886,0.00007898902261285588
87,0.2755919437884399,0.2754358470195752,0.0001560967688646886,0.00007898902261285588
88,0.2756790274317045,0.2753109011440843,0.0003681262876202296,0.000184187873187752
89,0.27587693810303543,0.275110123049893,0.0007668150531424112,0.0003834954394111334
90,0.2755334622419455,0.27541900389887375,0.00011445834307177716,0.00006265670160642128
91,0.27554245489140394,0.2753892269692342,0.000153227922169763,0.00008460824929936491
92,0.2759376396368884,0.275208597624243,0.0007290420126453978,0.00037144346415331783
93,0.27558774545121995,0.2754631395205159,0.00012460593070406922,0.00006665877525974294
94,0.2755427397523006,0.2753783953602818,0.00016434439201878925,0.00009191066433803698
