"","Mean","SD","MCSE","ESS","LB","Median","UB"
"u0",6.25928023369417,1.06316144934215,0.0322228093247131,454.001244697504,3.81691516748459,6.41587064701743,7.93260610858316
"u1",5.09144693341055,1.0604860943995,0.0321790917032142,438.413289896899,2.66421062326672,5.24445477688182,6.76846094437399
"Deviance",6641.38807785131,1.81812954045243,0.0334784890324748,2119.14842328587,6639.61240371792,6640.82951958502,6646.25185641115
"",1,0,0,2.22044604925031e-16,1,1,1
"",-3320.43869446191,NA,NA,NA,NA,NA,NA
"u0",6.25928023369417,1.06316144934215,0.0322228093247131,454.001244697504,3.81691516748459,6.41587064701743,7.93260610858316
"u1",5.09144693341055,1.0604860943995,0.0321790917032142,438.413289896899,2.66421062326672,5.24445477688182,6.76846094437399
"Deviance",6641.38807785131,1.81812954045243,0.0334784890324748,2119.14842328587,6639.61240371792,6640.82951958502,6646.25185641115
"",1,0,0,2.22044604925031e-16,1,1,1
