"","Mean","SD","MCSE","ESS","LB","Median","UB"
"u0",6.17787394805025,1.04707241520912,0.0318511763887087,436.762682806102,3.80206721914913,6.30356398655743,7.87405758338433
"u1",5.21951604163184,1.04238766549764,0.0317195197382208,430.283609894208,2.84927754893784,5.34316765286607,6.91398584772812
"Deviance",7099.31435099435,1.87779282352527,0.0364020360854452,1769.91401615469,7097.36310278881,7098.7820433933,7104.29026662467
"",1,0,0,2.22044604925031e-16,1,1,1
"",-3549.55053293088,NA,NA,NA,NA,NA,NA
"u0",6.17787394805025,1.04707241520912,0.0318511763887087,436.762682806102,3.80206721914913,6.30356398655743,7.87405758338433
"u1",5.21951604163184,1.04238766549764,0.0317195197382208,430.283609894208,2.84927754893784,5.34316765286607,6.91398584772812
"Deviance",7099.31435099435,1.87779282352527,0.0364020360854452,1769.91401615469,7097.36310278881,7098.7820433933,7104.29026662467
"",1,0,0,2.22044604925031e-16,1,1,1
