"","A","B"
"EV_0",0.407086238239274,0.392110951440406
"EV_O",0.106287938179345,0.0988107536235897
"EV_M",0.185146608701767,0.177383912241358
"EV_T",0.0643429750898804,0.0687579616631815
"EV_OM",0.0719200086880308,0.0689176562795858
"EV_OT",0.0110528363196802,0.014612884367972
"EV_MT",0.0708335788175904,0.0794990220372128
"EV_OMT",0.0833298159644319,0.0999068583466943
"SD_0",0.00752292493223274,0.0111251174317028
"SD_O",0.00471941918106389,0.00679983014330532
"SD_M",0.0059476495625963,0.00870449684191612
"SD_T",0.00375713380959908,0.00576608103139824
"SD_OM",0.00395608234558668,0.00577227819272432
"SD_OT",0.00160092566247083,0.00273438316611706
"SD_MT",0.00392838548831671,0.00616426042567407
"SD_OMT",0.00423208631279079,0.00683328187151455
"post.theta_0",1735.75759178318,754.757591783184
"post.theta_O",453.196591483257,190.196591483257
"post.theta_M",789.438702317691,341.438702317691
"post.theta_T",274.349258214255,132.349258214255
"post.theta_OM",306.65664754795,132.65664754795
"post.theta_OT",47.1277158265061,28.1277158265061
"post.theta_MT",302.024265712314,153.024265712314
"post.theta_OMT",355.306436561834,192.306436561834
"opt.theta_0",31.7575917831844,NA
"opt.theta_O",8.19659148325715,NA
"opt.theta_M",14.4387023176911,NA
"opt.theta_T",5.34925821425477,NA
"opt.theta_OM",5.6566475479504,NA
"opt.theta_OT",1.12771582650613,NA
"opt.theta_MT",6.02426571231433,NA
"opt.theta_OMT",7.30643656183393,NA
"max.spread_0",1.11506930221882,NA
"max.spread_O",0.903356536484452,NA
"max.spread_M",0.736329052989151,NA
"max.spread_T",0.641514342379299,NA
"max.spread_OM",0.429039795791904,NA
"max.spread_OT",1.12355159343103,NA
"max.spread_MT",1.18548727537933,NA
"max.spread_OMT",2.06241638218108,NA
