"","A","B"
"EV_0",0.397194197438139,0.411802560443657
"EV_O",0.101177187220488,0.10894341317204
"EV_M",0.184415031066898,0.179893922413561
"EV_T",0.0692122865160707,0.059522630914317
"EV_OM",0.0706293050805757,0.0716536280772239
"EV_OT",0.0132836168687309,0.0101479122321423
"EV_MT",0.0790481204619562,0.0637225655488982
"EV_OMT",0.085040255347142,0.0943133671981602
"SD_0",0.0078161016390567,0.0103247764052234
"SD_O",0.00481701925822554,0.00653623563499882
"SD_M",0.00619487864493711,0.00805782497828716
"SD_T",0.00405431004989948,0.00496352031064342
"SD_OM",0.00409248401899492,0.00541064056209186
"SD_OT",0.00182875016610836,0.0021025584223367
"SD_MT",0.00430987110392045,0.00512416934185716
"SD_OMT",0.00445567299057505,0.00613126621595581
"post.theta_0",1556.29525308031,935.295253080307
"post.theta_O",396.434734462067,247.434734462067
"post.theta_M",722.579129547254,408.579129547254
"post.theta_T",271.189140361425,135.189140361425
"post.theta_OM",276.741334425915,162.741334425915
"post.theta_OT",52.0481668913684,23.0481668913684
"post.theta_MT",309.728126526881,144.728126526881
"post.theta_OMT",333.206644435199,214.206644435199
"opt.theta_0",32.2952530803066,NA
"opt.theta_O",8.43473446206742,NA
"opt.theta_M",14.5791295472544,NA
"opt.theta_T",5.18914036142503,NA
"opt.theta_OM",5.74133442591482,NA
"opt.theta_OT",1.04816689136838,NA
"opt.theta_MT",5.72812652688091,NA
"opt.theta_OMT",7.20664443519918,NA
"max.spread_0",1.12809271285494,NA
"max.spread_O",0.956492329056623,NA
"max.spread_M",0.444819827226052,NA
"max.spread_T",1.51190684392343,NA
"max.spread_OM",0.150989694248414,NA
"max.spread_OT",1.12528416214317,NA
"max.spread_MT",2.28887283884303,NA
"max.spread_OMT",1.22348230001355,NA
