"","A","B"
"EV_0",0.404122596656387,0.400171080813912
"EV_O",0.104210090515637,0.103698936285039
"EV_M",0.181216469968316,0.185013450072033
"EV_T",0.0610973035772323,0.0723066131597238
"EV_OM",0.0708016808425329,0.071288522052446
"EV_OT",0.0145564704732863,0.0086426835808799
"EV_MT",0.0760537172082235,0.0697853493836612
"EV_OMT",0.0879416707583852,0.0890933646523048
"SD_0",0.00812409300023372,0.00968778519129984
"SD_O",0.00505822134855934,0.00602839994185492
"SD_M",0.00637710022864018,0.0076782954990574
"SD_T",0.0039651641931629,0.00512128789418998
"SD_OM",0.00424635063476867,0.00508789526037304
"SD_OT",0.00198282220429669,0.00183032143154839
"SD_MT",0.00438857419042605,0.00503804064023289
"SD_OMT",0.00468865765549019,0.00563310132821661
"post.theta_0",1474.05729774527,1023.05729774527
"post.theta_O",380.111495111174,265.111495111174
"post.theta_M",660.996099298943,472.996099298943
"post.theta_T",222.855457615386,184.855457615386
"post.theta_OM",258.252656995832,182.252656995832
"post.theta_OT",53.0954510044519,22.0954510044519
"post.theta_MT",277.40972120586,178.40972120586
"post.theta_OMT",320.771623833573,227.771623833573
"opt.theta_0",35.0572977452667,NA
"opt.theta_O",9.11149511117376,NA
"opt.theta_M",15.9960992989431,NA
"opt.theta_T",5.85545761538607,NA
"opt.theta_OM",6.25265699583186,NA
"opt.theta_OT",1.09545100445193,NA
"opt.theta_MT",6.40972120585992,NA
"opt.theta_OMT",7.77162383357265,NA
"max.spread_0",0.312537317095702,NA
"max.spread_O",0.0649547933993273,NA
"max.spread_M",0.380414570114282,NA
"max.spread_T",1.73066207477546,NA
"max.spread_OM",0.073462415805186,NA
"max.spread_OT",2.19154533471412,NA
"max.spread_MT",0.938178314226013,NA
"max.spread_OMT",0.157140414722936,NA
