"","A","B"
"EV_0",0.399564322531765,0.418718001689205
"EV_O",0.106871981596413,0.0881235380731144
"EV_M",0.180329130336425,0.196235469223104
"EV_T",0.06677985178655,0.0597147590273918
"EV_OM",0.0726361274044082,0.0619741053445847
"EV_OT",0.0132994421401844,0.00572985672160278
"EV_MT",0.0744251316890587,0.0683285949104719
"EV_OMT",0.0860940125151955,0.101175675010525
"SD_0",0.0068184025080001,0.0157477767502588
"SD_O",0.00430075622753261,0.00904854939863057
"SD_M",0.00535190916155827,0.0126770490001847
"SD_T",0.00347512809584508,0.00756372356286053
"SD_OM",0.00361291268829201,0.00769622122782597
"SD_OT",0.00159465022313127,0.00240928999173259
"SD_MT",0.00365360524240745,0.00805374035895966
"SD_OMT",0.00390475037042294,0.00962588037405256
"post.theta_0",2061.53379462206,410.533794622063
"post.theta_O",551.401086971968,86.4010869719677
"post.theta_M",930.39987651498,192.39987651498
"post.theta_T",344.547582190301,58.5475821903008
"post.theta_OM",374.762767621117,60.7627676211175
"post.theta_OT",68.6178616946742,5.61786169467422
"post.theta_MT",383.99305316854,66.9930531685402
"post.theta_OMT",444.19810855505,99.1981085550505
"opt.theta_0",22.5337946220627,NA
"opt.theta_O",5.40108697196767,NA
"opt.theta_M",10.3998765149797,NA
"opt.theta_T",3.5475821903008,NA
"opt.theta_OM",3.76276762111749,NA
"opt.theta_OT",0.617861694674224,NA
"opt.theta_MT",3.99305316854021,NA
"opt.theta_OMT",5.19810855505047,NA
"max.spread_0",1.11614863117791,NA
"max.spread_O",1.87135984626597,NA
"max.spread_M",1.15594454358847,NA
"max.spread_T",0.848777341979402,NA
"max.spread_OM",1.25405217686304,NA
"max.spread_OT",2.61994154434603,NA
"max.spread_MT",0.689362587332628,NA
"max.spread_OMT",1.45187471090678,NA
