"","A","B"
"EV_0",0.402739500262029,0.401494212404201
"EV_O",0.101991094497498,0.1126735544488
"EV_M",0.184570754398168,0.175000788900666
"EV_T",0.0659712935421058,0.0645099247024411
"EV_OM",0.0706878092678482,0.0723564425441964
"EV_OT",0.01364603908886,0.0055877745780076
"EV_MT",0.0749153519516166,0.0673217335715181
"EV_OMT",0.0854781569918745,0.10105556885017
"SD_0",0.00696284163338374,0.0141595902059316
"SD_O",0.00429649148422382,0.00913333890137843
"SD_M",0.00550765962379132,0.0109754827777768
"SD_T",0.00352411538332223,0.00709593653255394
"SD_OM",0.00363869442777158,0.00748352187127719
"SD_OT",0.00164707057790411,0.00215317599292062
"SD_MT",0.00373739204080642,0.00723803096171542
"SD_OMT",0.00396932924265718,0.00870609519340472
"post.theta_0",1997.79844494488,480.798444944875
"post.theta_O",505.929142417765,134.929142417765
"post.theta_M",915.567422314071,209.567422314071
"post.theta_T",327.252101081894,77.2521010818939
"post.theta_OM",350.648484541464,86.6484845414644
"post.theta_OT",67.6914870620946,6.69148706209458
"post.theta_MT",371.61930611242,80.6193061124197
"post.theta_OMT",424.016340597375,121.016340597375
"opt.theta_0",25.7984449448752,NA
"opt.theta_O",6.92914241776499,NA
"opt.theta_M",11.5674223140715,NA
"opt.theta_T",4.25210108189386,NA
"opt.theta_OM",4.64848454146441,NA
"opt.theta_OT",0.691487062094576,NA
"opt.theta_MT",4.61930611241965,NA
"opt.theta_OMT",6.01634059737463,NA
"max.spread_0",0.0789208483227317,NA
"max.spread_O",1.05835573596471,NA
"max.spread_M",0.779320549916581,NA
"max.spread_T",0.184449669731451,NA
"max.spread_OM",0.20052676394725,NA
"max.spread_OT",2.9725361754658,NA
"max.spread_MT",0.932190707765036,NA
"max.spread_OMT",1.62802913084509,NA
