"","A","B"
"EV_0",0.398728417051411,0.404554980219842
"EV_O",0.115097170248879,0.0979582335118349
"EV_M",0.176887835420509,0.185965847052698
"EV_T",0.0655270226847432,0.0657859941333848
"EV_OM",0.0702552337575995,0.0714056362125582
"EV_OT",0.0150325878120089,0.010567306794851
"EV_MT",0.0726142954215156,0.0739622758424178
"EV_OMT",0.0858574376033336,0.0897997262324132
"SD_0",0.01041605807792,0.00776542763236239
"SD_O",0.0067890588629511,0.00470315793689407
"SD_M",0.00811723188851955,0.00615593005471663
"SD_T",0.00526408690467683,0.00392234395874178
"SD_OM",0.00543689156953622,0.00407413143303118
"SD_OT",0.00258855421166639,0.00161782317959038
"SD_MT",0.0055204022148568,0.00414071404787982
"SD_OMT",0.00595971354200285,0.0045233662617652
"post.theta_0",880.687210551385,1615.68721055138
"post.theta_O",254.219668009701,391.219668009701
"post.theta_M",390.699151841174,742.699151841174
"post.theta_T",144.732124313384,262.732124313384
"post.theta_OM",155.175510945933,285.175510945933
"post.theta_OT",33.2030707152228,42.2030707152228
"post.theta_MT",160.386063661681,295.386063661681
"post.theta_OMT",189.636715103303,358.636715103303
"opt.theta_0",34.6872105513848,NA
"opt.theta_O",9.21966800970127,NA
"opt.theta_M",15.6991518411735,NA
"opt.theta_T",5.73212431338439,NA
"opt.theta_OM",6.17551094593288,NA
"opt.theta_OT",1.20307071522279,NA
"opt.theta_MT",6.38606366168054,NA
"opt.theta_OMT",7.63671510330287,NA
"max.spread_0",0.448467745867411,NA
"max.spread_O",2.07518404780849,NA
"max.spread_M",0.891094144631145,NA
"max.spread_T",0.0394490421807557,NA
"max.spread_OM",0.169326418933392,NA
"max.spread_OT",1.46281115796998,NA
"max.spread_MT",0.195338242969869,NA
"max.spread_OMT",0.526909151219288,NA
