"","A","B"
"EV_0",0.396326232068815,0.421424925689612
"EV_O",0.108312084492672,0.0907578136980016
"EV_M",0.18726917779357,0.16897096447243
"EV_T",0.0625725680303892,0.0752418760368932
"EV_OM",0.0697766358579822,0.0747553798606641
"EV_OT",0.0114840686863772,0.0141750077900182
"EV_MT",0.0756116014627134,0.0669751948629914
"EV_OMT",0.0886476316074808,0.0876988375893898
"SD_0",0.00719955683217203,0.0125310437043663
"SD_O",0.00457428374283724,0.00729002599303323
"SD_M",0.00574228468832713,0.00950958174047216
"SD_T",0.00356483162158976,0.00669408404506037
"SD_OM",0.00374996175145405,0.00667416264493912
"SD_OT",0.00156825951096456,0.0029999142463983
"SD_MT",0.00389134435490789,0.00634382016692061
"SD_OMT",0.00418364605022093,0.00717816286730502
"post.theta_0",1828.95202199051,653.952021990507
"post.theta_O",499.834706637545,140.834706637545
"post.theta_M",864.203057148585,262.203057148585
"post.theta_T",288.757633384328,116.757633384328
"post.theta_OM",322.002706139303,116.002706139303
"post.theta_OT",52.9962665730906,21.9962665730906
"post.theta_MT",348.929695264679,103.929695264679
"post.theta_OMT",409.087897681777,136.087897681777
"opt.theta_0",27.9520219905072,NA
"opt.theta_O",6.8347066375454,NA
"opt.theta_M",12.2030571485852,NA
"opt.theta_T",4.75763338432807,NA
"opt.theta_OM",5.00270613930312,NA
"opt.theta_OT",0.996266573090623,NA
"opt.theta_MT",4.92969526467922,NA
"opt.theta_OMT",6.08789768177738,NA
"max.spread_0",1.73669189975914,NA
"max.spread_O",2.03969799975836,NA
"max.spread_M",1.64717820296939,NA
"max.spread_T",1.670506000885,NA
"max.spread_OM",0.650348750115981,NA
"max.spread_OT",0.794935628048092,NA
"max.spread_MT",1.16046131646414,NA
"max.spread_OMT",0.114197450923391,NA
