"","A","B"
"EV_0",0.408860698861158,0.39734272587868
"EV_O",0.107991233577796,0.100759365930873
"EV_M",0.185036156933586,0.180933693492339
"EV_T",0.0648300113309315,0.0663962254420689
"EV_OM",0.0718129859740984,0.0703418409447797
"EV_OT",0.0126145493626758,0.0117630962571865
"EV_MT",0.0704448214636229,0.0759560001812333
"EV_OMT",0.0784095424961314,0.0965070518728395
"SD_0",0.00930595960187662,0.00837025580602054
"SD_O",0.00587499329076922,0.00514874721982984
"SD_M",0.00735065488767798,0.00658476303681469
"SD_T",0.0046608152893128,0.00425866904374533
"SD_OM",0.00488706144205653,0.00437410701055579
"SD_OT",0.00211255388185975,0.00184421799451187
"SD_MT",0.00484385000602146,0.00453156553441064
"SD_OMT",0.00508840894269622,0.00505083061197653
"post.theta_0",1140.67678272404,1357.67678272404
"post.theta_O",301.283770298869,344.283770298869
"post.theta_M",516.230708323221,618.230708323221
"post.theta_T",180.86866493872,226.86866493872
"post.theta_OM",200.350403027017,240.350403027017
"post.theta_OT",35.1932176964186,40.1932176964186
"post.theta_MT",196.533373177013,259.533373177013
"post.theta_OMT",218.754076678138,329.754076678138
"opt.theta_0",35.6767827240366,NA
"opt.theta_O",9.28377029886872,NA
"opt.theta_M",16.230708323221,NA
"opt.theta_T",5.86866493872015,NA
"opt.theta_OM",6.35040302701724,NA
"opt.theta_OT",1.1932176964186,NA
"opt.theta_MT",6.53337317701338,NA
"opt.theta_OMT",7.75407667813769,NA
"max.spread_0",0.920225217193241,NA
"max.spread_O",0.925754991909961,NA
"max.spread_M",0.415704562215642,NA
"max.spread_T",0.248076382714967,NA
"max.spread_OM",0.224305312618571,NA
"max.spread_OT",0.303625554565239,NA
"max.spread_MT",0.830860628090558,NA
"max.spread_OMT",2.52420975854314,NA
