"","A","B"
"EV_0",0.399920963987045,0.411674480663871
"EV_O",0.103133555815741,0.107083038338892
"EV_M",0.184463828605742,0.176766247244591
"EV_T",0.0667281784607978,0.0620323056314368
"EV_OM",0.071629573844673,0.0687772356334089
"EV_OT",0.013987369698019,0.00554141564193719
"EV_MT",0.0756193559648252,0.0659172910644808
"EV_OMT",0.0845171736231563,0.102207985781383
"SD_0",0.00709331690205827,0.0131971871503068
"SD_O",0.00440374267352117,0.00829204094549271
"SD_M",0.005616105704746,0.0102295567036959
"SD_T",0.00361340600267018,0.00646842371875853
"SD_OM",0.00373391891366176,0.00678648211763301
"SD_OT",0.00170046350695224,0.00199067000470113
"SD_MT",0.00382824707033087,0.00665407820777024
"SD_OMT",0.00402768626181755,0.00812317562369174
"post.theta_0",1907.07163358891,572.071633588912
"post.theta_O",491.804872659114,148.804872659114
"post.theta_M",879.638145122629,245.638145122629
"post.theta_T",318.20141418685,86.20141418685
"post.theta_OM",341.574312692603,95.574312692603
"post.theta_OT",66.7004692969213,7.70046929692131
"post.theta_MT",360.600072757006,91.6000727570063
"post.theta_OMT",403.030395708517,142.030395708517
"opt.theta_0",26.0716335889121,NA
"opt.theta_O",6.80487265911379,NA
"opt.theta_M",11.6381451226286,NA
"opt.theta_T",4.20141418685003,NA
"opt.theta_OM",4.57431269260305,NA
"opt.theta_OT",0.700469296921305,NA
"opt.theta_MT",4.6000727570063,NA
"opt.theta_OMT",6.03039570851698,NA
"max.spread_0",0.784473246075209,NA
"max.spread_O",0.420655759283135,NA
"max.spread_M",0.659614949109491,NA
"max.spread_T",0.63378389189066,NA
"max.spread_OM",0.368239913421283,NA
"max.spread_OT",3.22601061049245,NA
"max.spread_MT",1.26382729004967,NA
"max.spread_OMT",1.95114748744076,NA
