"","A","B"
"EV_0",0.399301289747688,0.411576656797572
"EV_O",0.108260497463565,0.0919110815884189
"EV_M",0.179184792778765,0.19292217556143
"EV_T",0.0659788264889964,0.0648945143926372
"EV_OM",0.0709259072112475,0.0712174362655191
"EV_OT",0.0140949372419464,0.00657590719311344
"EV_MT",0.0751356945485318,0.0688210568904163
"EV_OMT",0.0871180545192604,0.0920811713108933
"SD_0",0.00727790356549119,0.0121320590767205
"SD_O",0.00461723099628794,0.00712216988445373
"SD_M",0.00569902893427223,0.00972776308407044
"SD_T",0.00368899651260521,0.00607293311653385
"SD_OM",0.0038146545528841,0.00634036700003872
"SD_OT",0.00175176849797183,0.0019925507156359
"SD_MT",0.0039173263370611,0.00624081695120903
"SD_OMT",0.00419072327065041,0.00712808928864922
"post.theta_0",1807.79681422732,676.796814227323
"post.theta_O",490.138618247303,151.138618247303
"post.theta_M",811.241300392793,317.241300392793
"post.theta_T",298.712564661721,106.712564661721
"post.theta_OM",321.109979844282,117.109979844282
"post.theta_OT",63.813424341368,10.813424341368
"post.theta_MT",340.1693726695,113.1693726695
"post.theta_OMT",394.418313852975,151.418313852975
"opt.theta_0",28.7968142273233,NA
"opt.theta_O",7.13861824730315,NA
"opt.theta_M",13.2413003927932,NA
"opt.theta_T",4.71256466172147,NA
"opt.theta_OM",5.10997984428231,NA
"opt.theta_OT",0.81342434136797,NA
"opt.theta_MT",5.16937266949959,NA
"opt.theta_OMT",6.4183138529751,NA
"max.spread_0",0.867663942235291,NA
"max.spread_O",1.92620698154552,NA
"max.spread_M",1.21847615683762,NA
"max.spread_T",0.152600166264504,NA
"max.spread_OM",0.0393987526362684,NA
"max.spread_OT",2.83405218246999,NA
"max.spread_MT",0.856989593271728,NA
"max.spread_OMT",0.600227556100284,NA
