"","A","B"
"EV_0",0.400520685533103,0.412596425715123
"EV_O",0.105902841907072,0.0943106372112159
"EV_M",0.187351708357847,0.159402716543045
"EV_T",0.0660780309178278,0.0637499221785722
"EV_OM",0.070668403865538,0.0726984398063069
"EV_OT",0.0123216866738016,0.0112674176057904
"EV_MT",0.0717121055720192,0.082508895655522
"EV_OMT",0.0854445371727916,0.103465545284424
"SD_0",0.00685982786431384,0.0151683621537276
"SD_O",0.00430784239574469,0.00900487397484649
"SD_M",0.00546252935301702,0.0112784525387901
"SD_T",0.00347774298902391,0.00752737286110558
"SD_OM",0.00358766293770225,0.00799982904946963
"SD_OT",0.00154438822247378,0.00325206550265294
"SD_MT",0.00361202894714052,0.00847732794799943
"SD_OMT",0.00391345925475651,0.00938402235701776
"post.theta_0",2043.2078257373,434.207825737302
"post.theta_O",540.25053678399,99.2505367839898
"post.theta_M",955.752076006989,167.752076006989
"post.theta_T",337.089081181697,67.0890811816973
"post.theta_OM",360.506313471037,76.506313471037
"post.theta_OT",62.8575939958879,11.8575939958879
"post.theta_MT",365.830631468694,86.8306314686937
"post.theta_OMT",435.884970049869,108.884970049869
"opt.theta_0",25.2078257373021,NA
"opt.theta_O",6.25053678398982,NA
"opt.theta_M",10.7520760069887,NA
"opt.theta_T",4.08908118169733,NA
"opt.theta_OM",4.506313471037,NA
"opt.theta_OT",0.857593995887905,NA
"opt.theta_MT",4.83063146869373,NA
"opt.theta_OMT",5.88497004986914,NA
"max.spread_0",0.72538227047521,NA
"max.spread_O",1.16128205732304,NA
"max.spread_M",2.23026898048725,NA
"max.spread_T",0.280768148497997,NA
"max.spread_OM",0.231541727411847,NA
"max.spread_OT",0.292840486747694,NA
"max.spread_MT",1.17168407156683,NA
"max.spread_OMT",1.77243876160608,NA
