"","Mean","SD","MCSE","ESS","LB","Median","UB"
"u0",6.45359018817974,0.97494764134043,0.0140858922947965,2170.80965656573,4.19674647389223,6.57702812964743,8.0016874583657
"u1",5.49717427300317,0.970475668538476,0.0140269561003981,2167.0458674228,3.24871166089037,5.61980627131016,7.04069171900028
"Deviance",7101.56989303583,2.00357661459808,0.0203747811178953,5355.81819253793,7099.08325606208,7101.10844433152,7106.70001914482
"",1,0,0,2.22044604925031e-16,1,1,1
"",-3551.05829055773,NA,NA,NA,NA,NA,NA
"u0",6.45359018817974,0.97494764134043,0.0140858922947965,2170.80965656573,4.19674647389223,6.57702812964743,8.0016874583657
"u1",5.49717427300317,0.970475668538476,0.0140269561003981,2167.0458674228,3.24871166089037,5.61980627131016,7.04069171900028
"Deviance",7101.56989303583,2.00357661459808,0.0203747811178953,5355.81819253793,7099.08325606208,7101.10844433152,7106.70001914482
"",1,0,0,2.22044604925031e-16,1,1,1
