"","Mean","SD","MCSE","ESS","LB","Median","UB"
"u0",6.28374740075085,0.971721729643801,0.0142415505907473,1643.53078143169,4.02391707401441,6.40805566459023,7.81399071339023
"u1",5.94403974565471,0.970860419426907,0.0142310259582889,1648.13121671733,3.68812932481315,6.0685181587775,7.47468035977461
"Deviance",8189.62117198433,2.08874095719616,0.0224159460560183,3687.33314290611,8186.93226877498,8189.16987756612,8194.897888605
"",1,0,0,2.22044604925031e-16,1,1,1
"",-4095.05807414089,NA,NA,NA,NA,NA,NA
"u0",6.28374740075085,0.971721729643801,0.0142415505907473,1643.53078143169,4.02391707401441,6.40805566459023,7.81399071339023
"u1",5.94403974565471,0.970860419426907,0.0142310259582889,1648.13121671733,3.68812932481315,6.0685181587775,7.47468035977461
"Deviance",8189.62117198433,2.08874095719616,0.0224159460560183,3687.33314290611,8186.93226877498,8189.16987756612,8194.897888605
"",1,0,0,2.22044604925031e-16,1,1,1
