"","V1","V2","V3","V4","V5","V6","V7"
"1",NA,NA,NA,NA,NA,NA,NA
"2",-4184.27150066377,NA,NA,NA,NA,NA,NA
"3",NA,NA,NA,NA,NA,NA,NA
