"","V1","V2","V3","V4","V5","V6","V7"
"1",NA,NA,NA,NA,NA,NA,NA
"2",-3307.12687415302,NA,NA,NA,NA,NA,NA
"3",NA,NA,NA,NA,NA,NA,NA
