"","Mean","SD","MCSE","ESS","LB","Median","UB"
"u0",5.94539857246594,2.25367980692577,0.0698549590150288,229.473433081481,0.935441534134499,6.15096317660092,9.73332139422616
"u1",4.82165835435375,2.18909295708504,0.0682438986920895,211.084994894674,0.10132920782506,4.99757529019505,8.57357542565724
"Deviance",6644.91102196434,3.63455268925618,0.101173289888788,471.31670976099,6640.68977361097,6643.94724673136,6654.05852124276
"",1,0,0,2.22044604925031e-16,1,1,1
"",-3321.6744381824,NA,NA,NA,NA,NA,NA
"u0",5.94539857246594,2.25367980692577,0.0698549590150288,229.473433081481,0.935441534134499,6.15096317660092,9.73332139422616
"u1",4.82165835435375,2.18909295708504,0.0682438986920895,211.084994894674,0.10132920782506,4.99757529019505,8.57357542565724
"Deviance",6644.91102196434,3.63455268925618,0.101173289888788,471.31670976099,6640.68977361097,6643.94724673136,6654.05852124276
"",1,0,0,2.22044604925031e-16,1,1,1
