"","Mean","SD","MCSE","ESS","LB","Median","UB"
"u0",18.9034836918342,6.51464620336159,0.211401076464502,4.94359663455333,4.57277833271689,18.6729950494658,30.0158681795964
"u1",17.9388957767315,6.5090991510821,0.211236281394758,4.89023649053175,3.62552702821926,17.7069746488731,29.0505038165781
"Deviance",7099.32577928719,2.06647429079584,0.029386556809082,422.829321001546,7097.9980067566,7098.54731271043,7105.62945103756
"",1,0,0,2.22044604925031e-16,1,1,1
"",NA,NA,NA,NA,NA,NA,NA
"u0",NA,NA,NA,NA,NA,NA,NA
"u1",NA,NA,NA,NA,NA,NA,NA
