"","V1","V2"
"1",0.717679280158661,0.728375105881432
"2",0.714113648246239,0.725529509388144
"3",0.702272421126728,0.750734397996216
"4",0.725232875264879,0.752473123633102
"5",0.720242946163703,0.744984868425243
"6",0.721213277809894,0.742188076517876
"7",0.705793588341207,0.740102229778653
"8",0.716032557597748,0.74880635234931
"9",0.720631682521934,0.754683565458407
"10",0.702806921946121,0.739614584786163
"11",0.706795746359497,0.726700607622513
"12",0.710094153765546,0.74508373378155
"13",0.721007417269609,0.734148813871493
"14",0.711880499590662,0.754297148839057
"15",0.716861754742254,0.753380219363735
"16",0.717800955691842,0.755985379970038
"17",0.699976147359354,0.738684061414642
"18",0.712759600730823,0.72999511230913
"19",0.712233685268149,0.74224667111506
"20",0.709699252409613,0.733560367704932
"21",0.704650025948098,0.729341995169112
"22",0.707454811105903,0.751872519630944
"23",0.716800271189273,0.738141975467889
"24",0.710549087763194,0.746483650864091
"25",0.708912475973185,0.751449200956501
"26",0.719608106613449,0.743048125694707
"27",0.708919837195764,0.737718117597471
"28",0.710736518576289,0.733663445498374
"29",0.692211199328691,0.750764881308708
"30",0.718154835745348,0.746869535879129
"31",0.718970900951139,0.735612985376046
"32",0.713661678443768,0.750882066639295
"33",0.711456471072241,0.745903495542527
"34",0.72389040155674,0.735256250933026
"35",0.705785437265214,0.75108654574948
"36",0.705037200340154,0.757745146054981
"37",0.712862395545128,0.729355664891359
"38",0.716748272013887,0.749533591220359
"39",0.704954325892739,0.743545176847832
"40",0.712884065202274,0.758169821564158
"41",0.698415360187866,0.749287895020392
"42",0.714050986914283,0.745508734586627
"43",0.714552027376332,0.763372977454272
"44",0.717146319213388,0.729832763895533
"45",0.706104769415547,0.759731028759802
"46",0.71897061942934,0.768135739275583
"47",0.713471467197781,0.734182039123979
"48",0.722106787957073,0.743130027826525
"49",0.721978880410103,0.737615666252905
"50",0.710852331283451,0.748611830698734
"51",0.716985109889815,0.748509014565817
"52",0.707611979354206,0.767148059006992
"53",0.711142084148008,0.736174582053589
"54",0.713039814458886,0.747062870352336
"55",0.71027554328798,0.743209565083571
"56",0.720211730702417,0.758263318437329
"57",0.696603461377039,0.739431651908932
"58",0.709089862700048,0.750411103986251
"59",0.715704592330648,0.740293449431206
"60",0.71746700517945,0.743908695073111
"61",0.712111354767793,0.758319732180369
"62",0.716742211001451,0.733574242221937
"63",0.71050491302545,0.750864271534478
"64",0.714015457657837,0.754491064603545
"65",0.712227801583574,0.750815342180434
"66",0.715241751363493,0.749281796367503
"67",0.72680808735809,0.730046790420037
"68",0.714742247673543,0.743350264606875
"69",0.716436354958345,0.734718365330597
"70",0.727300358309962,0.755357726108578
"71",0.705310160174398,0.749529756375088
"72",0.69925512552933,0.757601283347202
"73",0.717167710504082,0.743402638828519
"74",0.699790021609693,0.745136854701792
"75",0.716782357900419,0.744793880596912
"76",0.713198268955853,0.759528424019479
"77",0.711342389144223,0.756416616286575
"78",0.700067766812088,0.729551547430416
"79",0.719732294246206,0.750221799666707
"80",0.716247520954341,0.75441630484886
"81",0.716372978627358,0.748982624425292
"82",0.702917697561806,0.744542797234761
"83",0.715746714308191,0.729407920043974
"84",0.703646448458445,0.764059351757721
"85",0.713502164469949,0.745692263919977
"86",0.730655036277756,0.760554768636557
"87",0.711019062959562,0.759530708453916
"88",0.720593468794908,0.758539432235231
"89",0.714299099188739,0.729582770992721
"90",0.712968691198014,0.766402798981653
"91",0.710737595257894,0.757272418341726
"92",0.715677628696332,0.751282155999409
"93",0.709750007401869,0.758235211206152
"94",0.710494900322042,0.729545150102346
"95",0.717462713662275,0.752457315679721
"96",0.712251713489398,0.753819611539223
"97",0.713001879986841,0.740973964661439
"98",0.725499881173477,0.73367424166094
"99",0.723158094899067,0.738179409857134
"100",0.708351706283185,0.749253609156767
"101",0.71017749212348,0.734091987409979
"102",0.727273738216097,0.763874097713956
"103",0.709086724957741,0.749881651484089
"104",0.725759749383015,0.750960735243051
"105",0.713577419332329,0.747146839081618
"106",0.722598712209454,0.748167424762675
"107",0.705701265334169,0.733225671372441
"108",0.713137122469927,0.735294098125476
"109",0.701074415680479,0.739758794447482
"110",0.723732185297062,0.736500102707242
"111",0.699925961128346,0.728266763192615
"112",0.708983651151496,0.738477342692416
"113",0.705513026836953,0.738054014634529
"114",0.716044794938397,0.760692648645086
"115",0.714371227224468,0.725110374021702
"116",0.704083798389347,0.740811294924251
"117",0.711682182943975,0.73143182096168
"118",0.719126573881894,0.745233974032966
"119",0.713358400475891,0.737510751645441
"120",0.705978521457587,0.760176682095775
"121",0.718330673041817,0.749276754233749
"122",0.724095524309325,0.734195645640346
"123",0.69994398848998,0.758056550277298
"124",0.711247955791343,0.764310844037303
"125",0.72016125625573,0.748501181807257
"126",0.712069683409158,0.748162994060706
"127",0.720252322818398,0.745569163694475
"128",0.720055267910342,0.751787053974017
"129",0.712661102184159,0.750606737150197
"130",0.719378555560124,0.727678494767881
"131",0.723479832205227,0.745371780602767
"132",0.72074459643118,0.753513662320913
"133",0.701873815887247,0.761372705761666
"134",0.715155027087327,0.747711082094877
"135",0.710783055769175,0.755455477039828
"136",0.718822238916155,0.747448084716162
"137",0.714409836116936,0.742606916536249
"138",0.715842852243029,0.715751123684235
"139",0.709878796568454,0.746648374423419
"140",0.712675842358139,0.737456848312888
"141",0.708394750516578,0.729152639837167
"142",0.717383940833931,0.754966101518777
"143",0.717525184842971,0.738201021285297
"144",0.711477537946638,0.753288994148679
"145",0.719835139093144,0.735104333193102
"146",0.708497446157542,0.759449333882538
"147",0.713672003141176,0.73684273277643
"148",0.707923950027188,0.741876034689802
"149",0.721258461296604,0.748044827549233
"150",0.722491489715194,0.720108573933175
"151",0.718404723495281,0.732263165529424
"152",0.708694901591267,0.758834518497851
"153",0.710129518295556,0.751106043033452
"154",0.710300952285802,0.747581924892444
"155",0.709923974419278,0.745900552483054
"156",0.71228062320293,0.757199568529208
"157",0.717347266979666,0.754376305783863
"158",0.718747746988611,0.757508874326873
"159",0.704776007360799,0.761378739220491
"160",0.714796962791427,0.749837688127158
"161",0.699505596949856,0.736682300044886
"162",0.708305304098243,0.748882829602602
"163",0.70962767505448,0.744951750324823
"164",0.716041571954519,0.761126042700761
"165",0.716865311742596,0.749065317922051
"166",0.717375473047084,0.754029943322633
"167",0.720636514341298,0.736987149200368
"168",0.720890158499073,0.737406900392112
"169",0.717704934353045,0.751517700277569
"170",0.712066052344199,0.745986519248032
"171",0.713758335017978,0.736913622978275
"172",0.705573661175911,0.764980099194762
"173",0.705787825510505,0.761879757303399
"174",0.709287736061995,0.748337482742142
"175",0.704799180930589,0.735093553768382
"176",0.69821973784297,0.740733951262394
"177",0.705805020550189,0.732876402158531
"178",0.709639369557932,0.757846681536252
"179",0.717779318911999,0.746072925219025
"180",0.719514995734777,0.737997966906436
"181",0.709343843832308,0.734497332019921
"182",0.712228257611873,0.747373726569334
"183",0.718348639871484,0.731865195637397
"184",0.709993916917992,0.751399985563868
"185",0.714552929239221,0.746902940520793
"186",0.712155090755626,0.740350811354638
"187",0.724352021496391,0.74643310272764
"188",0.703235451978174,0.75726252452343
"189",0.716543715943558,0.748864493086086
"190",0.725108564433148,0.775797103342968
"191",0.721292684421226,0.754239963615037
"192",0.714933286683429,0.743761679891493
"193",0.723109955671107,0.751937769838649
"194",0.711479411987687,0.753962001756625
"195",0.711780737089377,0.745393369655065
"196",0.719441729276795,0.737387082374027
"197",0.706947838083887,0.742941400679154
"198",0.711341136588864,0.746547869086054
"199",0.712398027625185,0.743196404850516
"200",0.722156214267734,0.732327743247219
"201",0.723782724928841,0.74721431156401
"202",0.726968867737501,0.744663074849909
"203",0.707765381935017,0.748714618497447
"204",0.723311817461472,0.723244621678403
"205",0.709732939346009,0.747613886962359
"206",0.710659837603464,0.760533022119989
"207",0.717777981066729,0.742396216812536
"208",0.70608674722033,0.736836927507792
"209",0.710280736820111,0.748553323968015
"210",0.703269782351739,0.741346704008785
