"","AA","AB","BA","BB"
"EV",0.416398765930459,0.404390306231369,0.412170916485024,0.425848378002275
"STD",0.00891967232488108,0.00986011532438452,0.00752440353965981,0.00858760270427235
"Q.05",0.40175806038525,0.388215405537612,0.399817549677854,0.411748203431621
"Q.95",0.43110174515104,0.420653022899441,0.424570971933048,0.439999437083341
"theta0",1037.97590349582,1037.97590349582,1037.97590349582,1037.97590349582
"theta1",735.437625241648,735.437625241648,735.437625241648,735.437625241648
